model_name,therapeutic_area_name,limit,relative_risk,relative_risk_low,relative_risk_high,n_exposed,n_exposed_true,stratum,model_slug
rdg__no_time__positive,urinary system disease,20,2.2865722865722864,1.5307908010388789,3.415497936211875,21.0,10.0,known__evidence_free,RDG
rdg__no_time__positive,urinary system disease,30,3.142631246046806,2.3833867236346356,4.143738425113287,31.0,19.0,known__evidence_free,RDG
rdg__no_time__positive,urinary system disease,40,3.593928386092372,2.8263492875147835,4.5699663878833165,41.0,27.0,known__evidence_free,RDG
rdg__no_time__positive,urinary system disease,50,3.397167755991285,2.6650726846312827,4.330369234917714,51.0,31.0,known__evidence_free,RDG
rdg__no_time__positive,urinary system disease,60,3.35077519379845,2.6325734117060415,4.264912176598685,60.0,35.0,known__evidence_free,RDG
rdg__no_time__positive,urinary system disease,70,3.675949367088607,2.9110703712978387,4.641799072474784,70.0,42.0,known__evidence_free,RDG
rdg__no_time__positive,urinary system disease,80,4.032291666666667,3.2012546394027406,5.079063653650171,80.0,49.0,known__evidence_free,RDG
rdg__no_time__positive,urinary system disease,90,4.296296296296297,3.4033025444054745,5.4236029928963445,90.0,55.0,known__evidence_free,RDG
rdg__no_time__positive,urinary system disease,100,4.268125199616735,3.363509140775647,5.4160378215599145,101.0,59.0,known__evidence_free,RDG
ots__all,cancer or benign tumor,10,1.9340659340659339,0.8238441349962814,4.540435354718181,56.0,4.0,known__literature_only,OTS
ots__all,cancer or benign tumor,20,1.9340659340659339,0.8238441349962814,4.540435354718181,56.0,4.0,known__literature_only,OTS
ots__all,cancer or benign tumor,30,1.9340659340659339,0.8238441349962814,4.540435354718181,56.0,4.0,known__literature_only,OTS
ots__all,cancer or benign tumor,40,1.9340659340659339,0.8238441349962814,4.540435354718181,56.0,4.0,known__literature_only,OTS
ots__all,cancer or benign tumor,50,1.9340659340659339,0.8238441349962814,4.540435354718181,56.0,4.0,known__literature_only,OTS
ots__all,cancer or benign tumor,60,1.7948717948717947,0.7631222868568971,4.2215576920117055,60.0,4.0,known__literature_only,OTS
ots__all,cancer or benign tumor,70,1.5164835164835164,0.6423631553824687,3.580096766908956,70.0,4.0,known__literature_only,OTS
ots__all,cancer or benign tumor,80,1.3076923076923077,0.5523873175431735,3.095761103284161,80.0,4.0,known__literature_only,OTS
ots__all,cancer or benign tumor,90,1.1452991452991454,0.4827544978596211,2.7171370500713214,90.0,4.0,known__literature_only,OTS
ots__all,cancer or benign tumor,100,1.0153846153846156,0.4272661338280583,2.4130298086640867,100.0,4.0,known__literature_only,OTS
ots__all,cardiovascular disease,10,2.018181818181818,0.8067876482591274,5.048488112117783,10.0,3.0,known__literature_only,OTS
ots__all,cardiovascular disease,20,1.28,0.5324383853190064,3.0771635651670097,20.0,4.0,known__literature_only,OTS
ots__all,cardiovascular disease,30,1.1590909090909092,0.516274528317816,2.602281658006074,33.0,6.0,known__literature_only,OTS
ots__all,cardiovascular disease,40,1.0999999999999999,0.49306524239220834,2.454036293715277,40.0,7.0,known__literature_only,OTS
ots__all,cardiovascular disease,50,3.6923076923076925,1.111334948274512,12.267351185024575,52.0,12.0,known__literature_only,OTS
ots__all,cardiovascular disease,60,4.9016393442622945,0.9330951049763316,25.748788235074414,61.0,13.0,known__literature_only,OTS
ots__all,cardiovascular disease,70,,,inf,73.0,14.0,known__literature_only,OTS
ots__all,endocrine system disease,10,2.897435897435898,0.5221711385795023,16.07736268723703,13.0,1.0,known__literature_only,OTS
ots__all,endocrine system disease,20,1.8250000000000002,0.32205926083652203,10.34165262426853,20.0,1.0,known__literature_only,OTS
ots__all,endocrine system disease,30,5.2250000000000005,1.5510254911342944,17.601661066211452,30.0,3.0,known__literature_only,OTS
ots__all,endocrine system disease,40,3.7312499999999997,1.0977076272088233,12.683000661934448,40.0,3.0,known__literature_only,OTS
ots__all,endocrine system disease,50,2.835,0.829692262612951,9.686995241691607,50.0,3.0,known__literature_only,OTS
ots__all,endocrine system disease,60,2.1411290322580645,0.6242091473598388,7.344386976975139,62.0,3.0,known__literature_only,OTS
ots__all,endocrine system disease,70,1.8107142857142857,0.526970890429237,6.221759653211939,70.0,3.0,known__literature_only,OTS
ots__all,endocrine system disease,80,1.3839285714285714,0.40195017245528125,4.764914713475854,84.0,3.0,known__literature_only,OTS
ots__all,endocrine system disease,90,1.2416666666666667,0.36042088149637913,4.2775993019888325,90.0,3.0,known__literature_only,OTS
ots__all,endocrine system disease,100,1.8217821782178218,0.5284218814723467,6.280758653719291,101.0,4.0,known__literature_only,OTS
ots__all,gastrointestinal disease,10,2.5416666666666665,0.4758531823065545,13.575761778309877,12.0,1.0,known__literature_only,OTS
ots__all,gastrointestinal disease,20,1.475,0.2689047279651136,8.090690767929729,20.0,1.0,known__literature_only,OTS
ots__all,gastrointestinal disease,30,2.1523809523809523,0.5987411411049184,7.737473586035958,30.0,2.0,known__literature_only,OTS
ots__all,gastrointestinal disease,40,1.542857142857143,0.42552572076296247,5.594040611686793,40.0,2.0,known__literature_only,OTS
ots__all,gastrointestinal disease,50,2.06,0.6629173780033795,6.4014010505821535,50.0,3.0,known__literature_only,OTS
ots__all,gastrointestinal disease,60,2.6133333333333333,0.8906929454496788,7.667638040697781,60.0,4.0,known__literature_only,OTS
ots__all,gastrointestinal disease,70,1.9675675675675677,0.6682800033786385,5.792964196701118,74.0,4.0,known__literature_only,OTS
ots__all,gastrointestinal disease,80,1.6674698795180725,0.5655168365144491,4.916663164685414,83.0,4.0,known__literature_only,OTS
ots__all,gastrointestinal disease,90,1.4505494505494507,0.4914700630872543,4.281224567926039,91.0,4.0,known__literature_only,OTS
ots__all,gastrointestinal disease,100,1.2277227722772277,0.415610618110518,3.62671967434495,101.0,4.0,known__literature_only,OTS
ots__all,"genetic, familial or congenital disease",10,0.0,0.0,,14.0,0.0,known__literature_only,OTS
ots__all,"genetic, familial or congenital disease",20,0.0,0.0,,20.0,0.0,known__literature_only,OTS
ots__all,"genetic, familial or congenital disease",30,0.0,0.0,,30.0,0.0,known__literature_only,OTS
ots__all,"genetic, familial or congenital disease",40,0.0,0.0,,42.0,0.0,known__literature_only,OTS
ots__all,"genetic, familial or congenital disease",50,0.0,0.0,,51.0,0.0,known__literature_only,OTS
ots__all,"genetic, familial or congenital disease",60,0.0,0.0,,60.0,0.0,known__literature_only,OTS
ots__all,"genetic, familial or congenital disease",70,0.39103362391033625,0.11284785199277511,1.3549863141235503,73.0,2.0,known__literature_only,OTS
ots__all,"genetic, familial or congenital disease",80,0.5117647058823529,0.17744502863622436,1.4759676064172653,85.0,3.0,known__literature_only,OTS
ots__all,"genetic, familial or congenital disease",90,0.6093928980526919,0.23246450361967075,1.5974899325044083,97.0,4.0,known__literature_only,OTS
ots__all,"genetic, familial or congenital disease",100,0.7982673267326733,0.32071565335222824,1.9869024734788525,101.0,5.0,known__literature_only,OTS
ots__all,hematologic disease,10,3.875,1.396062566807833,10.755696311186096,15.0,3.0,known__literature_only,OTS
ots__all,hematologic disease,20,2.8124999999999996,0.991647041180403,7.976786015096839,20.0,3.0,known__literature_only,OTS
ots__all,hematologic disease,30,2.5622119815668203,0.9637152814266378,6.8121055720587576,31.0,4.0,known__literature_only,OTS
ots__all,hematologic disease,40,1.8571428571428572,0.6920487462140348,4.983723488706451,40.0,4.0,known__literature_only,OTS
ots__all,hematologic disease,50,2.0,0.7682766278034909,5.206458006455347,50.0,5.0,known__literature_only,OTS
ots__all,hematologic disease,60,1.5277777777777777,0.5847485447828622,3.9916387293248254,60.0,5.0,known__literature_only,OTS
ots__all,hematologic disease,70,2.5,0.9209944351877969,6.786143065810797,70.0,7.0,known__literature_only,OTS
ots__all,hematologic disease,80,1.9687499999999998,0.7246209081436827,5.348971467617995,80.0,7.0,known__literature_only,OTS
ots__all,hematologic disease,90,1.0833333333333333,0.39943454104050236,2.9381813301722137,105.0,7.0,known__literature_only,OTS
ots__all,hematologic disease,100,1.0833333333333333,0.39943454104050236,2.9381813301722137,105.0,7.0,known__literature_only,OTS
ots__all,immune system disease,10,3.5692307692307694,1.1520757243380622,11.057787274654398,10.0,2.0,known__literature_only,OTS
ots__all,immune system disease,20,1.7076923076923078,0.5201005759042026,5.607017474805907,20.0,2.0,known__literature_only,OTS
ots__all,immune system disease,30,1.7016129032258065,0.6175853761165296,4.688398696600971,31.0,3.0,known__literature_only,OTS
ots__all,immune system disease,40,1.2625,0.4539432257977711,3.511245810968606,40.0,3.0,known__literature_only,OTS
ots__all,immune system disease,50,0.9134615384615384,0.3260899044983437,2.558840279131545,52.0,3.0,known__literature_only,OTS
ots__all,immune system disease,60,1.103030303030303,0.43579367239037653,2.791862127619982,60.0,4.0,known__literature_only,OTS
ots__all,immune system disease,70,0.8935064935064935,0.3519565868850952,2.2683304807672533,70.0,4.0,known__literature_only,OTS
ots__all,immune system disease,80,1.0125,0.42315679442211723,2.422639228563023,80.0,5.0,known__literature_only,OTS
ots__all,immune system disease,90,1.068100358422939,0.4614700356268394,2.472182996916688,93.0,6.0,known__literature_only,OTS
ots__all,immune system disease,100,0.9466666666666667,0.408727007789177,2.192607194286583,100.0,6.0,known__literature_only,OTS
ots__all,integumentary system disease,10,0.0,0.0,,10.0,0.0,known__literature_only,OTS
ots__all,integumentary system disease,20,0.0,0.0,,21.0,0.0,known__literature_only,OTS
ots__all,integumentary system disease,30,0.0,0.0,,30.0,0.0,known__literature_only,OTS
ots__all,integumentary system disease,40,0.0,0.0,,40.0,0.0,known__literature_only,OTS
ots__all,integumentary system disease,50,0.0,0.0,,50.0,0.0,known__literature_only,OTS
ots__all,integumentary system disease,60,0.3340336134453782,0.11182438864852101,0.9978007146730963,68.0,3.0,known__literature_only,OTS
ots__all,integumentary system disease,70,0.4694835680751174,0.16973497738812213,1.2985822019967923,71.0,4.0,known__literature_only,OTS
ots__all,integumentary system disease,80,0.3595505617977528,0.13447200898036396,0.9613644316711073,89.0,5.0,known__literature_only,OTS
ots__all,integumentary system disease,90,0.34444444444444444,0.12897900772014265,0.919854923725806,90.0,5.0,known__literature_only,OTS
ots__all,integumentary system disease,100,0.5660377358490566,0.1673396892583053,1.9146606511893267,106.0,8.0,known__literature_only,OTS
ots__all,musculoskeletal or connective tissue disease,10,3.8,1.6138870842243427,8.947342190882004,14.0,4.0,known__literature_only,OTS
ots__all,musculoskeletal or connective tissue disease,20,2.54,1.0440865650561797,6.179181129155564,20.0,4.0,known__literature_only,OTS
ots__all,musculoskeletal or connective tissue disease,30,3.7419354838709675,1.6581711828830619,8.44429170521902,31.0,7.0,known__literature_only,OTS
ots__all,musculoskeletal or connective tissue disease,40,3.4471544715447155,1.4952930322694358,7.946853020946572,41.0,8.0,known__literature_only,OTS
ots__all,musculoskeletal or connective tissue disease,50,3.388235294117647,1.4165825146734667,8.104108507191873,51.0,9.0,known__literature_only,OTS
ots__all,musculoskeletal or connective tissue disease,60,2.537704918032787,1.0576995476068631,6.088634778731569,61.0,9.0,known__literature_only,OTS
ots__all,musculoskeletal or connective tissue disease,70,1.9267605633802818,0.8020960803403063,4.6283810126867015,71.0,9.0,known__literature_only,OTS
ots__all,musculoskeletal or connective tissue disease,80,1.5384615384615385,0.6057046263989082,3.9076206490235097,91.0,10.0,known__literature_only,OTS
ots__all,musculoskeletal or connective tissue disease,90,1.5384615384615385,0.6057046263989082,3.9076206490235097,91.0,10.0,known__literature_only,OTS
ots__all,musculoskeletal or connective tissue disease,100,1.6176470588235294,0.577438886290787,4.531703820173023,102.0,11.0,known__literature_only,OTS
ots__all,nervous system disease,10,0.0,0.0,,11.0,0.0,known__literature_only,OTS
ots__all,nervous system disease,20,1.3197278911564627,0.4036689580343388,4.314628786858872,21.0,2.0,known__literature_only,OTS
ots__all,nervous system disease,30,0.8809523809523809,0.2652034390657875,2.9263462805742573,30.0,2.0,known__literature_only,OTS
ots__all,nervous system disease,40,0.9793621013133207,0.3552375656425049,2.700024485738337,41.0,3.0,known__literature_only,OTS
ots__all,nervous system disease,50,1.6241379310344828,0.7218433633534864,3.654288662806793,58.0,6.0,known__literature_only,OTS
ots__all,nervous system disease,60,1.5147540983606558,0.6724161911895506,3.412291388226851,61.0,6.0,known__literature_only,OTS
ots__all,nervous system disease,70,1.5774647887323943,0.7131598872996766,3.4892528365730837,71.0,7.0,known__literature_only,OTS
ots__all,nervous system disease,80,1.8202247191011236,0.8203158002409588,4.038954299129119,89.0,9.0,known__literature_only,OTS
ots__all,nervous system disease,90,1.6866359447004609,0.7598240623262443,3.743946725306752,93.0,9.0,known__literature_only,OTS
ots__all,nervous system disease,100,1.8122977346278317,0.7988488900092593,4.1114447550889155,103.0,10.0,known__literature_only,OTS
ots__all,reproductive system or breast disease,10,0.0,0.0,,10.0,0.0,known__literature_only,OTS
ots__all,reproductive system or breast disease,20,0.0,0.0,,20.0,0.0,known__literature_only,OTS
ots__all,reproductive system or breast disease,30,0.0,0.0,,31.0,0.0,known__literature_only,OTS
ots__all,reproductive system or breast disease,40,0.0,0.0,,42.0,0.0,known__literature_only,OTS
ots__all,reproductive system or breast disease,50,0.477124183006536,0.07313709846140345,3.1126130349536703,51.0,1.0,known__literature_only,OTS
ots__all,reproductive system or breast disease,60,0.9076923076923078,0.1799830152935034,4.577683755882306,65.0,2.0,known__literature_only,OTS
ots__all,reproductive system or breast disease,70,0.7714285714285715,0.15302395831854082,3.88894685090774,70.0,2.0,known__literature_only,OTS
ots__all,reproductive system or breast disease,80,0.30526315789473685,0.061176518269215066,1.523224894195383,95.0,2.0,known__literature_only,OTS
ots__all,reproductive system or breast disease,90,0.30526315789473685,0.061176518269215066,1.523224894195383,95.0,2.0,known__literature_only,OTS
ots__all,reproductive system or breast disease,100,0.24000000000000002,0.04836811704638363,1.190867114896436,100.0,2.0,known__literature_only,OTS
ots__all,respiratory or thoracic disease,10,3.0,0.9024707869171122,9.972621973443012,10.0,2.0,known__literature_only,OTS
ots__all,respiratory or thoracic disease,20,2.375,0.7981790964400571,7.066866352623916,20.0,3.0,known__literature_only,OTS
ots__all,respiratory or thoracic disease,30,2.2666666666666666,0.7958525020979824,6.45569092794689,30.0,4.0,known__literature_only,OTS
ots__all,respiratory or thoracic disease,40,1.3904761904761904,0.4834682385522987,3.9990714634546416,42.0,4.0,known__literature_only,OTS
ots__all,respiratory or thoracic disease,50,1.003921568627451,0.34804913213408356,2.895736328304163,51.0,4.0,known__literature_only,OTS
ots__all,respiratory or thoracic disease,60,1.0685483870967742,0.370343016445367,3.0830759724493286,62.0,5.0,known__literature_only,OTS
ots__all,respiratory or thoracic disease,70,1.1944444444444444,0.39009311447261225,3.657325592103891,72.0,6.0,known__literature_only,OTS
ots__all,respiratory or thoracic disease,80,1.4691358024691357,0.4104131795497433,5.258992921388459,81.0,7.0,known__literature_only,OTS
ots__all,respiratory or thoracic disease,90,,,inf,99.0,9.0,known__literature_only,OTS
ots__all,urinary system disease,10,1.9400000000000002,0.6136404315712969,6.133233415475689,10.0,2.0,known__literature_only,OTS
ots__all,urinary system disease,20,1.45,0.5239700713364945,4.012633764820072,20.0,3.0,known__literature_only,OTS
ots__all,urinary system disease,30,1.8333333333333333,0.7485835923160736,4.489960968436444,30.0,5.0,known__literature_only,OTS
ots__all,urinary system disease,40,2.345,0.948352038297111,5.798506016683649,40.0,7.0,known__literature_only,OTS
ots__all,urinary system disease,50,1.5372549019607844,0.6194113938523791,3.8151584828057876,51.0,7.0,known__literature_only,OTS
ots__all,urinary system disease,60,3.359375,0.9798358834792007,11.517643496125906,64.0,10.0,known__literature_only,OTS
ots__all,urinary system disease,70,5.123287671232877,0.951315657910623,27.591342940633933,73.0,11.0,known__literature_only,OTS
ots__all,urinary system disease,80,1.934065934065934,0.3680656265821995,10.162891525756072,91.0,11.0,known__literature_only,OTS
ots__all,urinary system disease,90,1.934065934065934,0.3680656265821995,10.162891525756072,91.0,11.0,known__literature_only,OTS
p3_lambdarank,cancer or benign tumor,10,2.586206896551724,0.5279621293631457,12.668458095355557,10.0,1.0,known__literature_only,P3_LAMBDARAN
p3_lambdarank,cancer or benign tumor,20,1.2758620689655173,0.24974887715418792,6.517843193425041,20.0,1.0,known__literature_only,P3_LAMBDARAN
p3_lambdarank,cancer or benign tumor,30,0.8390804597701148,0.1620061469119442,4.345859903394316,30.0,1.0,known__literature_only,P3_LAMBDARAN
p3_lambdarank,cancer or benign tumor,40,0.6206896551724138,0.11902509814525272,3.236759759424032,40.0,1.0,known__literature_only,P3_LAMBDARAN
p3_lambdarank,cancer or benign tumor,50,0.4896551724137931,0.09351576608045419,2.563869151917201,50.0,1.0,known__literature_only,P3_LAMBDARAN
p3_lambdarank,cancer or benign tumor,60,0.40229885057471265,0.07662465000301773,2.1121710202573327,60.0,1.0,known__literature_only,P3_LAMBDARAN
p3_lambdarank,cancer or benign tumor,70,0.33990147783251234,0.06461555081529212,1.7880063417393863,70.0,1.0,known__literature_only,P3_LAMBDARAN
p3_lambdarank,cancer or benign tumor,80,0.2931034482758621,0.05563919280141608,1.5440488451697034,80.0,1.0,known__literature_only,P3_LAMBDARAN
p3_lambdarank,cancer or benign tumor,90,0.5317460317460317,0.1618229406182833,1.7473038198250694,90.0,2.0,known__literature_only,P3_LAMBDARAN
p3_lambdarank,cancer or benign tumor,100,0.4714285714285714,0.143289533561123,1.5510197600327917,100.0,2.0,known__literature_only,P3_LAMBDARAN
p3_lambdarank,cardiovascular disease,10,2.018181818181818,0.8067876482591274,5.048488112117783,10.0,3.0,known__literature_only,P3_LAMBDARAN
p3_lambdarank,cardiovascular disease,20,1.28,0.5324383853190064,3.0771635651670097,20.0,4.0,known__literature_only,P3_LAMBDARAN
p3_lambdarank,cardiovascular disease,30,1.35,0.6032673093304914,3.021048831607697,30.0,6.0,known__literature_only,P3_LAMBDARAN
p3_lambdarank,cardiovascular disease,40,1.0999999999999999,0.49306524239220834,2.454036293715277,40.0,7.0,known__literature_only,P3_LAMBDARAN
p3_lambdarank,cardiovascular disease,50,0.9066666666666666,0.4035045796604333,2.0372617459168136,50.0,8.0,known__literature_only,P3_LAMBDARAN
p3_lambdarank,cardiovascular disease,60,1.0,0.41134521127279156,2.431048113835536,60.0,10.0,known__literature_only,P3_LAMBDARAN
p3_lambdarank,cardiovascular disease,70,1.2000000000000002,0.376065090647733,3.8291243612103165,70.0,12.0,known__literature_only,P3_LAMBDARAN
p3_lambdarank,cardiovascular disease,80,,,inf,80.0,14.0,known__literature_only,P3_LAMBDARAN
p3_lambdarank,endocrine system disease,10,0.0,0.0,,10.0,0.0,known__literature_only,P3_LAMBDARAN
p3_lambdarank,endocrine system disease,20,1.8250000000000002,0.32205926083652203,10.34165262426853,20.0,1.0,known__literature_only,P3_LAMBDARAN
p3_lambdarank,endocrine system disease,30,2.7866666666666666,0.7309990598736693,10.623147877171196,30.0,2.0,known__literature_only,P3_LAMBDARAN
p3_lambdarank,endocrine system disease,40,1.99,0.5177768943381638,7.648274852167566,40.0,2.0,known__literature_only,P3_LAMBDARAN
p3_lambdarank,endocrine system disease,50,1.512,0.39154276340317695,5.838810504705782,50.0,2.0,known__literature_only,P3_LAMBDARAN
p3_lambdarank,endocrine system disease,60,1.1933333333333334,0.3080844303362035,4.622253850642263,60.0,2.0,known__literature_only,P3_LAMBDARAN
p3_lambdarank,endocrine system disease,70,0.9657142857142857,0.24880994221988303,3.748258905218806,70.0,2.0,known__literature_only,P3_LAMBDARAN
p3_lambdarank,endocrine system disease,80,1.4906249999999999,0.43314440515277375,5.129843221318521,80.0,3.0,known__literature_only,P3_LAMBDARAN
p3_lambdarank,endocrine system disease,90,1.2416666666666667,0.36042088149637913,4.2775993019888325,90.0,3.0,known__literature_only,P3_LAMBDARAN
p3_lambdarank,endocrine system disease,100,1.8533333333333333,0.5376010807436185,6.389206732421952,100.0,4.0,known__literature_only,P3_LAMBDARAN
p3_lambdarank,gastrointestinal disease,10,0.0,0.0,,10.0,0.0,known__literature_only,P3_LAMBDARAN
p3_lambdarank,gastrointestinal disease,20,1.475,0.2689047279651136,8.090690767929729,20.0,1.0,known__literature_only,P3_LAMBDARAN
p3_lambdarank,gastrointestinal disease,30,0.9416666666666667,0.16944829043636894,5.23307794270192,30.0,1.0,known__literature_only,P3_LAMBDARAN
p3_lambdarank,gastrointestinal disease,40,1.542857142857143,0.42552572076296247,5.594040611686793,40.0,2.0,known__literature_only,P3_LAMBDARAN
p3_lambdarank,gastrointestinal disease,50,1.1771428571428573,0.32303936355735013,4.289462717061253,50.0,2.0,known__literature_only,P3_LAMBDARAN
p3_lambdarank,gastrointestinal disease,60,0.9333333333333333,0.25530706894269894,3.412013285486518,60.0,2.0,known__literature_only,P3_LAMBDARAN
p3_lambdarank,gastrointestinal disease,70,0.7591836734693878,0.20721393827943888,2.781472399241901,70.0,2.0,known__literature_only,P3_LAMBDARAN
p3_lambdarank,gastrointestinal disease,80,1.1,0.35118781540280736,3.445449833195801,80.0,3.0,known__literature_only,P3_LAMBDARAN
p3_lambdarank,gastrointestinal disease,90,1.4755555555555555,0.49999603310486673,4.354562943250823,90.0,4.0,known__literature_only,P3_LAMBDARAN
p3_lambdarank,gastrointestinal disease,100,1.2480000000000002,0.42250531850268536,3.6863535955467537,100.0,4.0,known__literature_only,P3_LAMBDARAN
p3_lambdarank,"genetic, familial or congenital disease",10,4.0,1.270203501858968,12.596406777798741,10.0,2.0,known__literature_only,P3_LAMBDARAN
p3_lambdarank,"genetic, familial or congenital disease",20,6.562499999999999,2.7907317772685345,15.431940325039692,20.0,5.0,known__literature_only,P3_LAMBDARAN
p3_lambdarank,"genetic, familial or congenital disease",30,15.0,5.891736095954519,38.189083206644845,30.0,9.0,known__literature_only,P3_LAMBDARAN
p3_lambdarank,"genetic, familial or congenital disease",40,10.6875,4.149405872953282,27.52747254601623,40.0,9.0,known__literature_only,P3_LAMBDARAN
p3_lambdarank,"genetic, familial or congenital disease",50,8.1,3.1237903287774005,21.003330279749814,50.0,9.0,known__literature_only,P3_LAMBDARAN
p3_lambdarank,"genetic, familial or congenital disease",60,6.375,2.448089932553819,16.600952628241142,60.0,9.0,known__literature_only,P3_LAMBDARAN
p3_lambdarank,"genetic, familial or congenital disease",70,7.619047619047619,2.6481041535981964,21.921300392372423,70.0,10.0,known__literature_only,P3_LAMBDARAN
p3_lambdarank,"genetic, familial or congenital disease",80,6.25,2.1684726041551796,18.013831452216316,80.0,10.0,known__literature_only,P3_LAMBDARAN
p3_lambdarank,"genetic, familial or congenital disease",90,18.666666666666668,3.418515312957153,101.9285896201021,90.0,12.0,known__literature_only,P3_LAMBDARAN
p3_lambdarank,"genetic, familial or congenital disease",100,15.599999999999998,2.8556238172556863,85.22130909871522,100.0,12.0,known__literature_only,P3_LAMBDARAN
p3_lambdarank,hematologic disease,10,13.333333333333334,5.759676522617694,30.86593093894451,10.0,5.0,known__literature_only,P3_LAMBDARAN
p3_lambdarank,hematologic disease,20,20.0,7.051712292838422,56.72381166291086,20.0,8.0,known__literature_only,P3_LAMBDARAN
p3_lambdarank,hematologic disease,30,46.666666666666664,8.584258381206858,253.69434155727316,30.0,10.0,known__literature_only,P3_LAMBDARAN
p3_lambdarank,hematologic disease,40,,,inf,40.0,11.0,known__literature_only,P3_LAMBDARAN
p3_lambdarank,hematologic disease,50,,,inf,50.0,11.0,known__literature_only,P3_LAMBDARAN
p3_lambdarank,hematologic disease,60,,,inf,60.0,11.0,known__literature_only,P3_LAMBDARAN
p3_lambdarank,hematologic disease,70,,,inf,70.0,11.0,known__literature_only,P3_LAMBDARAN
p3_lambdarank,hematologic disease,80,,,inf,80.0,11.0,known__literature_only,P3_LAMBDARAN
p3_lambdarank,hematologic disease,90,,,inf,90.0,11.0,known__literature_only,P3_LAMBDARAN
p3_lambdarank,hematologic disease,100,,,inf,100.0,11.0,known__literature_only,P3_LAMBDARAN
p3_lambdarank,immune system disease,10,5.8,2.313052754234135,14.543550698712185,10.0,3.0,known__literature_only,P3_LAMBDARAN
p3_lambdarank,immune system disease,20,5.55,2.456687859018353,12.53822291135843,20.0,5.0,known__literature_only,P3_LAMBDARAN
p3_lambdarank,immune system disease,30,4.711111111111111,2.105538016417101,10.541043537652223,30.0,6.0,known__literature_only,P3_LAMBDARAN
p3_lambdarank,immune system disease,40,5.771428571428571,2.58734221113975,12.873978405983229,40.0,8.0,known__literature_only,P3_LAMBDARAN
p3_lambdarank,immune system disease,50,7.68,3.24260759898961,18.189805025553753,50.0,10.0,known__literature_only,P3_LAMBDARAN
p3_lambdarank,immune system disease,60,12.133333333333333,4.318159680814743,34.09271278963009,60.0,12.0,known__literature_only,P3_LAMBDARAN
p3_lambdarank,immune system disease,70,15.971428571428572,4.680485060182523,54.50002026121143,70.0,13.0,known__literature_only,P3_LAMBDARAN
p3_lambdarank,immune system disease,80,28.35,5.243259244349359,153.28681313367616,80.0,14.0,known__literature_only,P3_LAMBDARAN
p3_lambdarank,immune system disease,90,23.644444444444446,4.369536234366514,127.94487174391658,90.0,14.0,known__literature_only,P3_LAMBDARAN
p3_lambdarank,immune system disease,100,19.880000000000003,3.671954090900958,107.63053954822989,100.0,14.0,known__literature_only,P3_LAMBDARAN
p3_lambdarank,integumentary system disease,10,1.2333333333333334,0.2376726401894688,6.400026144778407,10.0,1.0,known__literature_only,P3_LAMBDARAN
p3_lambdarank,integumentary system disease,20,3.366666666666667,1.260431705066929,8.992509787622794,20.0,4.0,known__literature_only,P3_LAMBDARAN
p3_lambdarank,integumentary system disease,30,4.55,1.6676862208664767,12.413906009994877,30.0,6.0,known__literature_only,P3_LAMBDARAN
p3_lambdarank,integumentary system disease,40,3.0375,1.1029465128069553,8.365234526667264,40.0,6.0,known__literature_only,P3_LAMBDARAN
p3_lambdarank,integumentary system disease,50,2.13,0.7700706189121712,5.891537592239247,50.0,6.0,known__literature_only,P3_LAMBDARAN
p3_lambdarank,integumentary system disease,60,1.525,0.5505916798705924,4.223865134588666,60.0,6.0,known__literature_only,P3_LAMBDARAN
p3_lambdarank,integumentary system disease,70,1.092857142857143,0.3950063653222069,3.0235885786793752,70.0,6.0,known__literature_only,P3_LAMBDARAN
p3_lambdarank,integumentary system disease,80,0.7687499999999999,0.2789711233835276,2.118414821334498,80.0,6.0,known__literature_only,P3_LAMBDARAN
p3_lambdarank,integumentary system disease,90,1.3777777777777778,0.39298996722297475,4.830330958197794,90.0,8.0,known__literature_only,P3_LAMBDARAN
p3_lambdarank,integumentary system disease,100,0.8400000000000001,0.24333058012330797,2.8997588368976754,100.0,8.0,known__literature_only,P3_LAMBDARAN
p3_lambdarank,musculoskeletal or connective tissue disease,10,5.48,2.4370138510176784,12.322621796941998,10.0,4.0,known__literature_only,P3_LAMBDARAN
p3_lambdarank,musculoskeletal or connective tissue disease,20,3.5277777777777777,1.5417743243256434,8.072008888088163,20.0,5.0,known__literature_only,P3_LAMBDARAN
p3_lambdarank,musculoskeletal or connective tissue disease,30,5.2,2.285496646953499,11.831126523875476,30.0,8.0,known__literature_only,P3_LAMBDARAN
p3_lambdarank,musculoskeletal or connective tissue disease,40,3.566666666666667,1.5484427749711365,8.215422175577809,40.0,8.0,known__literature_only,P3_LAMBDARAN
p3_lambdarank,musculoskeletal or connective tissue disease,50,3.492,1.4606105889312682,8.348607145811823,50.0,9.0,known__literature_only,P3_LAMBDARAN
p3_lambdarank,musculoskeletal or connective tissue disease,60,2.61,1.0880664270008396,6.260739078933775,60.0,9.0,known__literature_only,P3_LAMBDARAN
p3_lambdarank,musculoskeletal or connective tissue disease,70,4.033333333333333,1.4308152658261173,11.369586393380535,70.0,11.0,known__literature_only,P3_LAMBDARAN
p3_lambdarank,musculoskeletal or connective tissue disease,80,5.0249999999999995,1.4740816182687422,17.12973331127755,80.0,12.0,known__literature_only,P3_LAMBDARAN
